,probing dataset,linguistic subfield,linguistic phenomena,probe type,train portion,probe,EleutherAI/pythia-1b,EleutherAI/pythia-1b-deduped,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b-deduped,EleutherAI/pythia-12b,EleutherAI/pythia-12b-deduped,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b-deduped,EleutherAI/pythia-410m,EleutherAI/pythia-410m-deduped,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b-deduped,albert-base-v2,bert-base-uncased,google/electra-base-discriminator,google/t5-xxl-lm-adapt,gpt2,facebook/bart-base,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-hf,microsoft/deberta-base,microsoft/deberta-v3-base,roberta-base,EleutherAI/pythia-160m,EleutherAI/pythia-160m-deduped,EleutherAI/pythia-70m,EleutherAI/pythia-70m-deduped,google/flan-t5-xxl,google/flan-t5-large,google/flan-t5-xl,google/flan-t5-base,google/flan-t5-small,google/flan-ul2,google/t5-small-lm-adapt,google/t5-base-lm-adapt,google/t5-large-lm-adapt,google/t5-xl-lm-adapt,google/ul2,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,allenai/tulu-2-dpo-13b,allenai/tulu-2-13b,allenai/tulu-2-70b,allenai/tulu-2-dpo-70b,microsoft/Orca-2-13b,lmsys/vicuna-13b-v1.5,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-v0.1,databricks/dolly-v2-12b,WizardLM/WizardLM-13B-V1.2,ibm/merlinite-7b,ibm/labradorite-13b,allenai/tk-instruct-11b-def,sentence-transformers/average_word_embeddings_glove.840B.300d,sentence-transformers/average_word_embeddings_glove.6B.300d
138,pred-is-hypothetical,semantics,genericity,token(s) classification,0.03125,pred-is-hypothetical,0.109484167,0.149400094,0.107058558,0.058739405,0.095364121,0.121246409,0.110358749,0.083951946,0.136895043,0.145198812,0.100572821,0.096265202,0.219473132,0.244526839,0.195939633,0.217073965,0.25411596,0.189429809,0.086750379,0.11836226,0.258885914,0.186790273,0.264333621,0.037926843,0.120087036,0.071770368,0.028292339,0.203175285,0.229750639,0.22707904,0.300684744,0.283730757,0.178627342,0.282326084,0.278589058,0.22978673,0.258754992,0.244675133,0.106929184,0.065789223,0.1108353,0.098947744,0.054081829,0.057152793,0.073745948,0.054648794,0.120965289,0.093052093,0.03029035,0.02903472,0.029760815,0.034385032,0.076832049,0.098271284,0.031732536,0.113902344,0.194527385,0.111686675,0.12698189
139,pred-is-particular,semantics,genericity,token(s) classification,0.03125,pred-is-particular,0.049188539,0.036982694,-0.00079934,0.056631691,0.05019053,0.041531697,0.05704202,0.036900454,0.055133986,0.024396272,0.029429587,0.032648909,0.127079289,0.117057818,0.094350085,0.117820784,0.08431742,0.068391482,0.029459761,0.055502003,0.09565666,0.103937849,0.111163417,0.006650896,0.074617017,0.022131198,0.052692537,0.129449898,0.096258731,0.134339961,0.105230451,0.105755357,0.089330739,0.107062283,0.144193727,0.122773482,0.116436236,0.103697741,0.058938984,0.051576829,0.041982639,0.044319387,0.043344906,0.011730333,0.032968295,0.010828664,0.045637574,0.047194735,0.040151313,0.022983644,0.023207154,0.054380687,0.047070982,0.062258482,0.002985013,0.061899513,0.100727226,-0.005337292,-0.032356511
140,protoroles-awareness,semantics,protoroles,token(s) pair classification,0.03125,protoroles-awareness,0.49406758,0.480462587,0.46112622,0.471510798,0.564845526,0.55756743,0.511629045,0.510492015,0.391880322,0.412729257,0.476186508,0.504932958,0.630975389,0.680919671,0.737558866,0.727650321,0.703493285,0.441672421,0.489140505,0.568618953,0.669510686,0.632630277,0.735588872,0.272893095,0.314006963,0.09283009,0.074338406,0.712550807,0.661072147,0.692499101,0.726803195,0.689235508,0.652689338,0.668305063,0.738668871,0.64880265,0.686228025,0.696831024,0.532767749,0.471649426,0.460995877,0.477917606,0.420078051,0.393143189,0.27789984,0.270270503,0.534090567,0.547182727,0.176171677,0.136985853,0.19496939,0.136951499,0.429221684,0.560058498,0.171408135,0.596785736,0.697973704,0.490079874,0.452722025
141,protoroles-change_of_location,semantics,protoroles,token(s) pair classification,0.03125,protoroles-change_of_location,0.118061765,0.147118632,0.129109888,0.149467277,0.171286273,0.090621585,0.136741695,0.139946643,0.081633871,0.074728084,0.119663471,0.137980124,0.134432044,0.146266009,0.198293549,0.312942547,0.182265759,0.080928282,0.107363323,0.192475207,0.209411991,0.116081908,0.264155218,0.034803871,0.064155442,0.029554141,0.008724347,0.295845079,0.282342237,0.271633813,0.257921952,0.257635748,0.225495839,0.267707771,0.29199875,0.27644735,0.285985643,0.265253836,0.124184342,0.130020313,0.121915434,0.153129378,0.044365941,0.049530761,0.019258356,0.014617653,0.12945224,0.159441134,0.010154737,-0.013072949,0.048073957,0.017030448,0.094492565,0.13755994,-0.009629665,0.122597554,0.274741167,0.200720978,0.178596285
142,protoroles-change_of_possession,semantics,protoroles,token(s) pair classification,0.03125,protoroles-change_of_possession,0.175754465,0.153856945,0.132195996,0.118336521,0.17012933,0.173912239,0.226422001,0.122153126,0.094545173,0.090842455,0.210971865,0.174907583,0.213473663,0.252268481,0.285377038,0.373142719,0.197766927,0.153022912,0.199302852,0.218088324,0.243584058,0.160791884,0.307389867,0.03532565,0.040056721,0.044751366,0.044620952,0.341269594,0.380797106,0.356843698,0.387770414,0.39978283,0.359483719,0.369036788,0.376423013,0.386186135,0.373454589,0.372198015,0.163557176,0.194786751,0.135760969,0.106584201,0.080115937,0.067558837,0.062606638,0.076092803,0.149430718,0.220342824,0.070623527,0.041121074,0.037508483,0.033296112,0.104599431,0.118077196,0.039462007,0.176311685,0.374660337,0.162008917,0.198428553
143,protoroles-change_of_state,semantics,protoroles,token(s) pair classification,0.03125,protoroles-change_of_state,0.077379054,0.041103804,0.006139005,0.015349548,0.050230265,0.023613498,0.033803085,0.033995134,0.037736603,0.060393121,0.053013413,0.048363231,0.084219539,0.097378186,0.173807479,0.190085286,0.040148398,0.029748876,0.030413181,0.063827579,0.153385852,0.05585481,0.122878359,0.037407214,0.004436084,0.005152179,-0.001405501,0.185967436,0.147638345,0.161183503,0.175591132,0.121562834,0.203038448,0.092020348,0.147541362,0.084359758,0.145637116,0.158323872,0.055959862,0.062894624,0.063500278,0.063997003,0.0343802,-0.002004248,-0.017314345,-0.001666904,0.060837789,0.054372124,0.011655576,0.029296184,0.058935166,0.008025352,-0.004804431,0.036323676,0.007564467,0.041533698,0.179935041,0.053511835,0.086414547
144,protoroles-change_of_state_continuous,semantics,protoroles,token(s) pair classification,0.03125,protoroles-change_of_state_continuous,0.079286692,0.028053157,0.054840132,0.065792281,0.05759593,0.070101377,0.05750359,0.037457497,0.01969992,0.035446536,0.040287072,0.033736156,0.134732763,0.180299753,0.212541479,0.263684928,0.076335809,0.078842102,0.056795539,0.115025974,0.237468919,0.117251781,0.20141297,0.035349927,-0.005880998,-0.016814367,0.000564586,0.231855121,0.287395442,0.261865646,0.274870935,0.240020266,0.255496454,0.209111303,0.27831012,0.253793764,0.25457851,0.246755686,0.068503627,0.027794983,0.053968596,0.072612729,0.009393393,0.001304777,0.037625942,-0.013044721,0.093257614,0.073260747,-0.025051759,0.03389144,-0.008512391,-0.018278846,0.059910198,0.020284241,0.011560828,0.043561891,0.219361091,0.107946262,0.100113883
145,protoroles-changes_possession,semantics,protoroles,token(s) pair classification,0.03125,protoroles-changes_possession,0.227592945,0.166828965,0.076577781,-0.141685236,0.274011001,0.135040412,-0.078621181,-0.047634728,-0.086791065,0.201130754,0.026073983,-0.105151528,-0.030621201,0.006798271,0.275483415,0.03113731,0.111695686,-0.078269702,-0.02827281,0.02877936,-0.031116781,0.005739613,0.027776392,-0.27645752,0.033048008,0.00722563,-0.062161011,-0.056717498,-0.04248007,-0.072411543,0.00102194,0.07465061,-0.119433815,-0.086956918,-0.014684064,0.04772096,-0.027668586,0.182452691,0.07738033,-0.063951242,0.149499276,-0.068692173,-0.211952658,-0.26600807,-0.173172233,-0.122332254,0.058274402,-0.092211083,-0.000722188,0.060938672,-0.127893919,-0.214039017,-0.143932196,-0.041681285,-0.035810476,0.037672215,0.07291023,-0.091040032,-0.08658376
146,protoroles-existed_after,semantics,protoroles,token(s) pair classification,0.03125,protoroles-existed_after,0.136400658,0.068245157,0.110074235,0.076467649,0.153941919,0.102737841,0.111344165,0.134444075,0.074641163,0.085024066,0.17794836,0.159111004,0.162984496,0.178667018,0.186184913,0.096457675,0.142441924,0.093508163,0.141971982,0.18926899,0.183527038,0.159835929,0.228882891,0.050325638,0.075685042,-0.009258955,-0.028107416,0.106890348,0.121424055,0.13586621,0.113336623,0.088680768,0.102096252,0.103231186,0.112870386,0.089333843,0.094315878,0.115483208,0.164246465,0.180286813,0.101843025,0.148864414,0.047431719,0.075668798,0.080732528,0.058786539,0.112387212,0.165446949,0.003579258,-0.002910596,0.017848567,0.039220159,0.069145442,0.12262336,0.060060862,0.118556777,0.143569994,0.047151666,0.071522816
147,protoroles-existed_before,semantics,protoroles,token(s) pair classification,0.03125,protoroles-existed_before,0.234715444,0.213535467,0.213473132,0.193037055,0.275815544,0.281563634,0.183395859,0.271440205,0.151699028,0.207556143,0.252871889,0.178351191,0.286765486,0.34615761,0.41413033,0.342801756,0.282975116,0.172015032,0.246820858,0.284146938,0.318682984,0.28012082,0.404836363,0.155994953,0.113352402,0.081668397,0.072037135,0.301482308,0.22698769,0.261703634,0.332449204,0.26210334,0.233093947,0.320093822,0.361427945,0.276614839,0.307075542,0.336055827,0.288323328,0.271690995,0.200002036,0.272603944,0.133936632,0.135130383,0.08911239,0.133946259,0.304702783,0.261930934,0.06710584,0.068728416,0.06959384,0.058757765,0.24003917,0.239418101,0.042316802,0.289291999,0.273083293,0.151714274,0.163649684
148,protoroles-existed_during,semantics,protoroles,token(s) pair classification,0.03125,protoroles-existed_during,0.079698782,0.070594238,0.01739044,0.059199723,0.097273955,0.098427976,0.111626885,0.101253875,0.069878092,0.058227144,0.095681007,0.071194,0.099894127,0.106958113,0.153629929,0.089949037,0.061399639,0.054929204,0.092984214,0.125046819,0.102939881,0.083937246,0.121063219,0.027116499,1.45E-05,0.020384231,-0.005358697,0.090764017,0.054718766,0.087955616,0.085709448,0.086213575,0.069147076,0.067550823,0.067105161,0.079727273,0.080084135,0.091039693,0.129999581,0.088576261,0.052677399,0.067207599,0.051468638,0.052016391,0.048457375,0.057770198,0.11137466,0.116285181,0.026897406,0.012435552,0.064003046,0.039663069,0.082100667,0.069199494,0.034801997,0.090827783,0.1257623,0.02553532,0.012947488
149,protoroles-exists_as_physical,semantics,protoroles,token(s) pair classification,0.03125,protoroles-exists_as_physical,0.149725491,0.336438099,0.175721173,0.083723094,0.117346449,0.113085487,0.146194458,-0.043359708,0.286956775,0.420540264,0.373393574,0.164574116,0.369778916,0.480944002,0.504448301,0.530602276,0.006548381,0.094713053,0.362249357,0.372716695,0.289574102,0.209364634,0.508735132,-0.091390325,0.225859983,0.234498033,-0.293351741,0.468185455,0.292553765,0.376145428,0.492207628,0.451889473,0.439579201,0.377595177,0.382278866,0.305602992,0.397780174,0.446849023,0.368277752,0.161137652,0.347811428,0.263979314,0.409382954,0.201621573,-0.251697512,0.060450387,0.305638164,0.426986125,-0.056580287,-0.225845248,-0.00679711,0.194339425,0.460838822,0.476947552,-0.262280247,0.436810702,0.47264885,0.532356435,0.735416782
150,protoroles-instigation,semantics,protoroles,token(s) pair classification,0.03125,protoroles-instigation,0.282926819,0.159138361,0.237261477,0.299045318,0.342243341,0.25692679,0.23341887,0.260125713,0.206023255,0.216721737,0.321752542,0.304554334,0.336944902,0.388308114,0.41093564,0.418843622,0.354879957,0.246282852,0.311679721,0.386502355,0.337697488,0.280544141,0.44153558,0.193305027,0.202022806,0.071157724,0.022456886,0.415130359,0.344154781,0.387693864,0.451074225,0.413807464,0.346837628,0.392448485,0.435570669,0.360462493,0.402668762,0.414524126,0.338811713,0.329906094,0.279322973,0.260434221,0.298436213,0.292765433,0.246387586,0.20090895,0.323782957,0.331986064,0.090622902,0.113714043,0.123484539,0.082883582,0.305531001,0.332805609,0.122556534,0.345866567,0.417872232,0.182507831,0.170506027
151,protoroles-location_of_event,semantics,protoroles,token(s) pair classification,0.03125,protoroles-location_of_event,0.086886662,0.156472029,0.304865658,0.346215651,0.436924895,0.074201454,0.219772986,0.32195299,0.265512007,0.027181453,0.485308754,0.372282204,0.49475328,0.192958728,0.482293153,0.512002239,0.470475644,0.359851059,0.559617049,0.582522088,0.58110044,0.190842704,0.611745405,-0.060123766,-0.057907788,-0.124991465,-0.101124767,0.635051876,0.734622598,0.566885233,0.525463462,0.698595142,0.304183209,0.583784404,0.689941144,0.613521004,0.580976307,0.566837886,0.246540637,0.409577554,0.437404573,0.340903904,0.187248394,0.051980123,-0.098677949,-0.081088388,0.425536917,0.358314648,0.11026516,0.120111828,-0.033173697,-0.125780527,0.43247475,0.456904975,-0.086244703,0.371357727,0.169336873,0.545872667,0.615516904
152,protoroles-makes_physical_contact,semantics,protoroles,token(s) pair classification,0.03125,protoroles-makes_physical_contact,-0.005094434,0.316585252,0.051336281,-0.112429214,-0.000153423,0.16847796,0.070009059,0.150229853,0.233801602,-0.018712874,0.293518004,0.022218738,-0.012237179,0.329161029,0.326718271,0.212811075,0.197709405,-0.119282016,0.111805785,0.039339347,-0.059412165,0.029985863,0.120338233,-0.018257309,0.069006167,0.024614528,-0.139351408,0.346664783,0.02071439,0.129685345,0.252963536,0.292349339,0.394396317,0.358664966,0.079878138,0.048145998,0.152414879,0.277194041,0.285478753,0.061279213,0.087586963,0.292316318,0.110953744,0.21071361,0.131196466,0.017245311,0.16214508,0.153173476,0.130673825,-0.169958501,0.145999065,0.11163373,0.208055569,0.31358875,-0.076795004,0.047821701,0.345972922,0.1609384,0.490824988
153,protoroles-partitive,semantics,protoroles,token(s) pair classification,0.03125,protoroles-partitive,0.08302419,0.089995098,0.089842959,0.000681016,0.073134016,0.068796038,0.115238853,0.083282087,0.064971697,0.098028751,0.097187368,0.086302184,0.114442746,0.113059203,0.125544623,0.148048569,0.065391197,0.048044355,0.055359721,0.169620806,0.141808872,0.083350509,0.081533975,0.00623968,0.034088641,0.01659045,-0.025959383,0.134466514,0.037499217,0.130508979,0.114009906,0.109707958,0.130851592,0.071188761,0.098089223,0.072807101,0.113119224,0.026596756,0.049706247,0.07509934,0.096840899,0.09324624,0.018819344,0.062848048,0.041871383,0.030285116,0.083483801,0.127073917,0.055837229,0.054487798,-0.010495664,0.041516934,0.075615992,0.057869644,0.070259146,0.081073182,0.124376822,-0.030367254,-0.002377075
154,protoroles-predicate_changed_argument,semantics,protoroles,token(s) pair classification,0.03125,protoroles-predicate_changed_argument,0.112606792,0.008062577,0.058445932,0.001758398,0.148195002,-0.11805087,-0.094327196,0.218873757,0.423297377,0.39141821,0.184620669,-0.036022379,0.195821232,0.070055795,0.253540769,0.494048727,0.309892458,0.279487297,0.421084946,0.229433985,0.021586637,0.209787715,0.417452055,-0.124546587,-0.049591833,0.025353385,-0.170498919,0.390937635,0.368779701,0.475260121,0.395157158,0.075418245,0.450327051,0.167920674,0.367807688,0.153506893,0.327938557,0.461953694,0.094990123,0.215066275,0.139536224,0.136748799,-0.127130574,0.008961272,-0.320756312,-0.260546456,0.119095598,0.164736017,-0.127037273,-0.047458367,-0.270346946,-0.095637476,0.339369297,0.303715427,-0.157489604,0.100940497,0.240000089,-0.028570414,0.3294374
155,protoroles-sentient,semantics,protoroles,token(s) pair classification,0.03125,protoroles-sentient,0.462482351,0.432858294,0.461622602,0.484892356,0.565605044,0.536780024,0.514614034,0.454983741,0.440966654,0.325934389,0.541787237,0.527188969,0.639696765,0.695756769,0.733365858,0.756147504,0.708438468,0.475167668,0.551193464,0.550421554,0.707905197,0.62596451,0.767040575,0.292812973,0.332622778,0.092253453,0.060534123,0.737372994,0.6748321,0.699124146,0.753214109,0.71618731,0.662563992,0.698288453,0.749900663,0.674266267,0.708253562,0.716027963,0.457866615,0.583119857,0.490969974,0.462405676,0.309433872,0.379059958,0.274684903,0.230310755,0.585275447,0.568241799,0.098492375,0.143847701,0.163252546,0.161730783,0.476189524,0.532223148,0.200098711,0.591086483,0.724877799,0.563339674,0.501811534
156,protoroles-stationary,semantics,protoroles,token(s) pair classification,0.03125,protoroles-stationary,-0.207861583,-0.256052101,-0.47526536,0.051085718,0.226880097,-0.316350439,-0.070018828,0.174097386,0.12058173,0.033517927,-0.010881719,0.057834668,0.145916945,0.124223012,0.084137918,0.242678674,0.04705834,0.192683205,0.158033359,0.440032311,0.328870913,-0.091879955,0.115763241,0.121834502,0.113630265,-0.007029392,0.107604072,0.020077446,0.127451487,0.032618163,0.102900693,0.289384454,0.124508587,0.101109481,0.059440067,0.443230644,0.364481983,0.179354158,0.089646719,0.231344876,0.300072658,-0.200069867,0.277766684,0.144987608,0.368136805,0.31874659,0.15161697,0.26438444,0.321592594,0.322733722,0.181885402,0.01737076,0.246813702,0.098540577,0.261957908,0.281939754,0.285713553,0.219615583,0.388360222
157,protoroles-volition,semantics,protoroles,token(s) pair classification,0.03125,protoroles-volition,0.463307297,0.45334689,0.44821592,0.441250533,0.514316326,0.541464138,0.517356133,0.485692704,0.352043498,0.308752086,0.451586491,0.51560908,0.575919783,0.664468431,0.678941667,0.669263375,0.649646556,0.442171234,0.478099447,0.565520406,0.630819118,0.593573844,0.697850204,0.226486972,0.331481135,0.049646673,0.123126818,0.683937371,0.624615407,0.64917562,0.685595024,0.658996844,0.626483119,0.634043014,0.693743217,0.61711731,0.648065972,0.661426592,0.536468917,0.546529675,0.495924145,0.476508594,0.352637851,0.410367858,0.268791619,0.202029277,0.532056278,0.507539243,0.130580985,0.155129661,0.17458359,0.164578408,0.482843024,0.462223786,0.118564968,0.555413973,0.668368554,0.454457122,0.424035746
158,protoroles-was_for_benefit,semantics,protoroles,token(s) pair classification,0.03125,protoroles-was_for_benefit,0.226049921,0.173907138,0.18490961,0.224851224,0.305394539,0.268813029,0.289895296,0.236198211,0.128471114,0.198312479,0.260760254,0.29567669,0.351730019,0.350103921,0.372654706,0.422936663,0.339550811,0.210043554,0.262907088,0.276254517,0.372553807,0.234658182,0.396829414,0.119495194,0.154112722,0.139329012,0.087707894,0.427216488,0.370328134,0.396707571,0.419319659,0.387391222,0.37050612,0.382988375,0.41891098,0.366908664,0.377596796,0.388849443,0.311805978,0.273637927,0.29525016,0.284593853,0.217508987,0.18987495,0.147130871,0.153592277,0.285157835,0.306566215,0.049993544,0.02327309,0.109769628,0.065440814,0.276087198,0.290676441,0.088899205,0.333976871,0.405280542,0.2838889,0.288220143
159,protoroles-was_used,semantics,protoroles,token(s) pair classification,0.03125,protoroles-was_used,0.070033227,0.020490975,0.047858243,0.10331014,0.075329815,0.06057281,0.059997054,0.105442808,0.057967393,0.01442191,0.071609603,0.072566599,0.088175137,0.084533365,0.120112979,0.075630359,0.092064791,0.05417838,0.063929336,0.110619661,0.113916303,0.091531947,0.06950385,0.038006208,0.048384073,0.030920547,0.017018525,0.093583898,0.034654068,0.050753043,0.074150984,0.034486505,0.089052479,0.011653651,0.044685197,0.035272521,0.065804329,0.067483044,0.106108978,0.0989737,0.083547586,0.038756293,0.054608313,0.013434739,0.03816424,0.058870047,0.025259848,0.095216443,0.024069244,0.020174001,0.005882579,0.013490095,0.116269889,0.073699336,-0.009078142,0.101978639,0.078266135,0.026134737,-0.025794636
160,relation-classification,semantics,relation classification,token(s) pair classification,0.03125,relation-classification,0.359154606,0.342155743,0.335510528,0.303370112,0.326336455,0.345969439,0.285101843,0.323514384,0.292316681,0.206898645,0.307720083,0.354127121,0.3861606,0.357479638,0.273473024,0.378396368,0.194794318,0.326251078,0.356766045,0.360931671,0.425042295,0.243273562,0.292094004,0.012035298,0.011748344,0.013394212,0.008458036,0.386999553,0.205991751,0.37874977,0.26649996,0.144629586,0.380691177,0.143345147,0.209235433,0.201747015,0.354349703,0.366330248,0.332231265,0.269406909,0.28539204,0.273981902,0.189706883,0.186672956,0.106716418,0.124899632,0.324892539,0.366175288,0.102199249,0.067774505,0.122805883,0.097784463,0.353429908,0.342933559,0.076509506,0.364909518,0.380912775,0.212282038,0.223157275
168,senteval-bigram_shift,syntax,bigram-shift,sentence classification,0.03125,senteval-bigram_shift,0.804002118,0.810086465,0.808967507,0.822513497,0.858994985,0.854433286,0.840484655,0.839092195,0.765892649,0.75648098,0.847022676,0.844548416,0.852187848,0.83804456,0.925359488,0.909985709,0.733627152,0.844460499,0.869700634,0.867389774,0.881236923,0.930777204,0.838138855,0.345487338,0.408943591,0.333333343,0.333528185,0.913233149,0.812919295,0.867289257,0.774494016,0.685590506,0.89472096,0.731915259,0.788664401,0.828366339,0.875409317,0.908222723,0.888534081,0.875275469,0.842180121,0.836618447,0.872898102,0.874593604,0.884942472,0.885520995,0.865439951,0.878394163,0.844305595,0.856532431,0.858474493,0.864588344,0.840768993,0.795813012,0.832018602,0.87579298,0.884684956,0.480023414,0.488855821
